                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.96279,                 1.4441,                 1.2171,                0.52409,                0.54831,                0.50868,                0.32137,                 1.2416,                 2.5612,                 1.5011,             0.00064865,             0.00064865,             0.00064865
