                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.5168,                  8.115,                 2.4028,                0.00104,                0.21201,                0.00271,                0.00081,                 3.5374,                 5.1044,                 2.2329,             0.00025519,             0.00025519,             0.00025519
