                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.8803,                 3.7703,                 4.2546,                0.00355,                 0.3431,                0.00356,                0.00107,                 3.7798,                 3.7959,                 4.1576,                 0.0002,                 0.0002,                 0.0002
